x,y,z,g
0.39952576,-49.19000397,2.08296842,154
0.24610626,-49.46938477,2.09832543,155
0.10942566,-48.80825958,2.07288426,154
-0.19750488,-49.24787292,2.09852952,155
-0.33788574,-48.74537811,2.07993382,154
-0.62777222,-48.44615326,2.07336873,154
-0.91956604,-48.29334412,2.07301873,154
-1.26240814,-53.43107042,2.3022601,156
-1.40868652,-52.96113024,2.28526563,156
-1.55811584,-52.63446245,2.27451772,156
-1.70250214,-52.23202715,2.26027364,156
10.19221222,-56.46488414,5.54652494,184
8.29809296,-55.86185679,5.43537897,183
7.8745929,-57.86031947,5.6264562,184
6.21653568,-47.12903748,4.49670023,175
7.50402557,-57.85132823,5.61592287,184
3.16424286,-58.58792338,5.57877058,184
-1.35940826,-52.9209691,4.89170355,178
-1.50218475,-52.4451314,4.84001535,178
-1.64916504,-52.10463915,4.80180925,177
-1.43558777,-30.27857361,2.59580678,159
-1.64212311,-29.80140076,2.54251832,158
-1.8250531,-29.95788727,2.55400628,158
-1.87506378,-29.62153015,2.51867265,158
-2.12382019,-29.61668549,2.51228589,158
-2.30240143,-29.7464386,2.52117223,158
-2.43760908,-30.18551788,2.56239575,158
-2.54794538,-30.37831268,2.57931489,159
-2.5111717,-29.44274292,2.48539418,158
-3.00943983,-31.14730988,2.64630002,159
9.63205444,-52.80826006,6.8474502,195
6.16537296,-44.97013245,5.66802591,185
5.91115391,-46.20613251,5.82856173,186
4.97046387,-44.25236664,5.53340239,184
5.20577728,-48.8829895,6.17237753,189
4.40735352,-43.99201355,5.48101229,183
4.24749481,-45.15049896,5.63456244,184
2.6506015,-41.35856018,5.07113165,180
-0.19519318,-30.19963989,3.47177309,166
-0.2621106,-29.70975647,3.40324587,166
-0.57734192,-29.364534,3.34873671,165
-0.67608917,-29.75287018,3.39954752,166
-0.91056335,-29.50232086,3.35999197,165
-1.06519592,-29.36120758,3.33734507,165
-1.24022186,-29.49054871,3.35113424,165
-1.33821381,-29.68177948,3.37517542,165
-2.152789,-29.56193695,3.34186167,165
-2.35332716,-29.86615906,3.37939734,165
-2.59424866,-29.76101837,3.36032766,165
10.02629578,-55.92315898,9.09827084,214
7.46835052,-47.11746368,7.48993534,200
6.79010498,-44.79000244,7.06504959,196
1.68076813,-43.43292389,6.66386217,193
0.04113495,-29.56704102,4.22993082,173
-0.14581573,-30.25348816,4.34391397,173
-0.47726715,-30.14792023,4.31837934,173
-1.1820401,-29.39935455,4.17481607,172
-1.35793579,-29.52131042,4.19240183,172
9.75569641,-56.59394298,11.06101555,230
6.37393009,-44.94143066,8.49754757,208
6.26975071,-46.18312225,8.75088161,211
6.34940922,-47.75319061,9.08003849,213
0.73058807,-47.12862549,8.760755,211
-0.11175049,-45.91373596,8.48639626,208
-0.26314056,-46.10709534,8.52333969,209
-0.51988495,-45.65605316,8.42332882,208
-0.89869202,-53.25036821,9.99947304,221
-0.37459839,-30.98471985,5.36557859,182
-0.72986877,-31.03362427,5.3685388,182
-3.03708113,-47.21672211,8.70114273,210
-3.15504683,-46.90801392,8.63511127,210
-3.59313429,-45.61651001,8.36015266,207
9.05678284,-35.74312744,-0.89451518,129
8.79706299,-35.60901794,-0.88736169,129
8.41060364,-35.37481842,-0.87583604,130
7.99503815,-35.00029144,-0.85965314,130
3.72579681,-31.39747772,-0.73012557,131
3.32037842,-30.94203339,-0.71682468,131
3.13745605,-30.81283722,-0.71393123,131
2.9465152,-30.63137207,-0.70930353,131
2.67422211,-30.45569,-0.70614686,131
2.57372009,-30.26345978,-0.70019307,131
2.39572632,-30.12891541,-0.69763723,131
2.13417542,-29.91130219,-0.69340005,131
1.78294098,-29.51543579,-0.68423953,131
4.46915924,-41.85271606,9.10076469,214
3.1476413,-44.89423523,9.79405636,219
1.08065521,-44.54042969,9.64156765,218
-0.3014325,-45.63831482,9.87624115,220
-0.57799042,-45.73793945,9.89462799,220
-0.99756897,-45.66054688,9.86690086,220
-1.26822937,-45.44820557,9.8097052,220
-1.6665448,-45.20066986,9.74189133,219
-2.14964569,-46.15502319,9.96782059,221
-2.44125593,-46.24121246,9.98463577,221
-2.71946991,-47.9406601,10.39678139,225
-2.84019745,-47.59660492,10.31089539,224
-2.95745314,-47.24056396,10.22221321,223
-3.07501448,-46.91517029,10.14110512,222
-1.11338318,-31.35688171,0.05322069,137
6.06519138,-40.11939392,1.36521763,148
-1.54712952,-52.54754076,3.21452135,164
-2.35999573,-50.21722565,3.0388946,162
-2.48697174,-49.82459412,3.00954527,162
-2.61621368,-49.49930725,2.98458094,162
12.38838684,-55.54432902,6.0255031,188
10.49277222,-55.99113688,6.2004394,189
4.77976715,-44.08632813,4.98153013,179
1.79062378,-40.82192383,4.74446005,177
1.39167511,-45.9832016,5.45839495,183
0.50980865,-58.03751204,7.12297958,197
0.28873932,-46.1065155,5.54956144,184
-2.3250531,-49.79926453,6.22184366,189
-2.81899488,-29.47255096,3.55362982,167
13.53474152,-57.28285441,8.05665058,205
10.51212036,-57.26593242,8.21628613,206
5.34981262,-45.92271576,6.61013025,193
2.65118896,-41.97156677,6.11348719,188
2.63478577,-44.10094604,6.47403711,191
2.38284027,-41.54342041,6.05866713,188
1.78653442,-42.27700958,6.22188562,189
1.68565094,-43.39903412,6.41813272,191
1.55421173,-43.14025269,6.38318056,191
0.00530731,-43.95560608,6.62684626,193
-0.03299988,-29.76622162,4.23278135,173
-0.90952576,-29.47682343,4.24685472,173
4.59737885,-45.7999054,8.0663752,205
3.87895691,-47.31453094,8.4198851,208
3.356763,-42.04152069,7.3718018,199
3.05561554,-43.30230103,7.64891857,201
1.93912994,-40.88800964,7.22580952,198
1.99781525,-46.72448883,8.41891331,208
0.87469208,-46.5391861,8.45671791,208
0.45849335,-44.46798859,8.06040615,205
0.29303467,-46.85443268,8.56155437,209
0.17441284,-46.09060059,8.41341061,208
-1.07754028,-52.93845568,9.90778297,220
-1.2247113,-52.46767626,9.82202095,220
-1.35943878,-51.97365007,9.73056168,219
-0.99032867,-30.03553925,5.2061252,181
-1.18227661,-30.39176331,5.29374403,182
-3.22968519,-46.58632813,8.7692799,211
8.7435733,-57.20324168,12.04459709,238
8.22266113,-56.19193468,11.82718796,237
6.43046391,-46.13952789,9.50021595,217
5.92635929,-45.56390533,9.38754601,216
4.56853973,-45.91668854,9.54682678,217
4.13908112,-44.30901489,9.18357986,214
3.1156131,-47.30923615,9.96941704,221
2.60453522,-45.5282074,9.57129616,218
2.36973297,-46.76075897,9.88402695,220
1.90322601,-45.2164856,9.54127258,217
1.61612427,-44.58138428,9.40671867,216
0.9488269,-44.82470856,9.51085991,217
-0.2947644,-45.94564972,9.87089104,220
-2.24080933,-45.82756958,9.99192184,221
-3.14905775,-46.52012024,10.23304695,223
5.25450623,-44.90034637,10.70657104,227
4.15859711,-42.09234009,9.98302406,221
2.94936096,-45.05279694,10.87841362,229
2.76387512,-44.19116364,10.6494574,227
2.49619019,-44.18378601,10.66407722,227
2.36695587,-44.36818848,10.72373718,227
2.1553775,-45.99929962,11.19258636,231
1.98319733,-45.07654724,10.9462542,229
1.86065399,-45.46338806,11.06225342,230
1.72005188,-45.17485199,10.99131531,229
1.03887665,-45.21155701,11.04789871,230
3.89079773,-34.58754883,0.7801413,143
-1.31441772,-44.45070038,1.41071171,149
-2.00731171,-43.28206787,1.42188591,149
1.38446533,-44.88733063,12.39902824,241
7.66975891,-57.84855101,2.96015162,162
11.09902679,-58.47537062,4.61363691,176
9.88281738,-58.01054225,4.65106958,176
9.3245517,-56.96775255,4.58737558,175
-1.96621216,-51.07764587,4.77954096,177
-2.37585724,-29.70681915,2.71852082,160
-2.90547407,-30.00881348,2.7833373,160
13.60878479,-57.71121428,7.69108051,202
12.49598419,-56.12648234,7.56769699,201
11.54893982,-57.71733699,8.00339931,204
11.2222644,-57.87510142,8.08182758,205
9.93332397,-53.98533831,7.5628056,201
8.58112061,-57.36290202,8.39132923,208
6.83841431,-47.6414505,6.86896128,195
6.15752232,-46.84081421,6.8265819,194
4.77226746,-45.77012787,6.84357924,195
4.50660431,-45.86650238,6.90252775,195
3.77789795,-43.57353363,6.59313292,192
3.42284882,-42.15760956,6.38734812,191
1.9294635,-42.13442383,6.61763948,193
1.06690704,-44.09328613,7.11821312,197
-0.9090451,-53.50561724,9.17773575,214
-0.79307068,-47.0367218,7.96536392,204
-0.87734497,-45.7159668,7.73507923,202
-0.99763,-45.30412445,7.67924446,202
-1.13931549,-45.45757446,7.73107666,202
11.62698853,-56.60308299,9.65375751,218
3.19965088,-43.61781464,8.05411572,205
-1.92909515,-45.49130402,9.3090424,215
-3.63270081,-45.51331482,9.60456318,218
2.57192719,-29.49847565,-0.73690191,131
2.13410675,-30.11567078,-0.68065944,131
1.98145782,-30.26782379,-0.65971485,131
1.82682526,-30.53079376,-0.64184919,132
1.67098724,-30.7368103,-0.62236944,132
-0.95215881,-29.6446167,-0.18077278,135
-1.18831146,-29.60763702,-0.14508778,136
6.9151889,-45.94062958,9.47771019,217
6.36752903,-56.51729045,12.28524727,240
4.42726624,-46.39908752,9.96739334,221
1.45856201,-45.00040588,10.0739283,222
8.44324982,-33.4427124,-0.96808067,129
7.78526794,-35.57975159,-0.8176724,130
7.45711243,-36.4500824,-0.74690118,131
5.66075623,-45.28312836,10.96704239,229
1.9133197,-44.62494812,11.35035843,233
1.63851654,-44.10852966,11.24201149,232
-6.47261727,-36.2545639,10.39760918,225
5.2659198,-34.6802536,0.6522941,142
0.88290131,-49.42323456,1.98371858,154
0.30898773,-48.80749664,2.04957742,154
-1.65322388,-52.36245975,2.50407285,158
-1.79108704,-51.94957933,2.50793141,158
-1.92747009,-51.57480059,2.51374406,158
-2.44948042,-50.26770935,2.53918809,158
-1.11303986,-31.086763,1.54005188,150
-2.80995405,-49.15929565,2.54799909,158
0.74825012,-59.10852261,4.26845068,173
0.57458221,-58.56780467,4.25430197,173
-1.87197388,-51.48746691,4.09834856,171
-2.0063504,-51.0899826,4.08841318,171
-2.63216675,-49.25824127,4.04479689,171
-2.75020063,-48.949823,4.03948778,171
-1.8397702,-30.13398132,2.45118875,158
-2.32070387,-29.97322998,2.51182908,158
-3.03315962,-30.729776,2.67692441,159
-3.15259016,-30.93815765,2.71099442,160
8.11934387,-56.51357493,4.67176146,176
-0.50591553,-30.41858063,3.12095636,163
-1.83975494,-29.5882431,3.23768896,164
-2.03974426,-29.86416779,3.29986471,165
13.08027374,-55.86951647,5.600954,184
10.86563599,-56.44700823,6.03707594,188
8.12698853,-52.42444048,5.87336916,186
8.23029053,-57.70787261,6.64037413,193
7.86798584,-57.74992976,6.70380587,193
5.46980011,-47.29120789,5.53218645,184
4.18259155,-43.96144257,5.24182409,181
1.3117038,-42.91199646,5.53990835,184
-0.10182465,-43.04139099,5.787651,186
13.25882446,-55.39197001,6.05159182,188
12.33642303,-55.91940532,6.31378263,190
9.4157077,-54.38256273,6.60786814,192
9.03314697,-53.11603746,6.4677915,191
7.56242859,-45.24645386,5.42585749,183
6.90395844,-46.32777557,5.73233313,185
6.45904362,-44.15840302,5.45262522,183
6.26721775,-43.71349487,5.41434568,182
6.16175663,-47.07472382,5.99851507,187
2.27910339,-43.55241547,6.14684004,189
1.89891541,-43.56183777,6.22118944,189
-0.26761139,-46.69353638,7.16288513,197
8.2572757,-54.47611437,8.60127396,209
5.79971897,-44.09314117,6.93799585,195
4.8367511,-43.63236389,7.02457661,196
2.41257202,-40.64833984,6.87353987,195
2.17764008,-40.63932953,6.91671366,195
1.61398041,-43.13055573,7.53494019,200
1.50976288,-45.78076324,8.09767384,205
0.83360016,-45.7157074,8.21502251,206
0.68446838,-46.81356964,8.4687199,208
-1.15402496,-52.62815294,10.0172934,221
6.90858948,-44.41624603,8.2022633,206
4.62457764,-44.16025696,8.56154102,209
3.96764862,-45.83447418,9.09000343,213
2.17155945,-45.35973511,9.31772655,215
1.4866687,-45.4844223,9.48066181,217
5.47914612,-29.36483917,-0.94766251,129
5.43845093,-29.56453094,-0.94018189,129
5.28144562,-30.03457031,-0.90923275,129
5.18451416,-30.40587769,-0.89099374,129
-1.0835675,-31.3538681,0.33962959,140
4.72262299,-42.52256165,9.49751705,217
3.52045929,-45.45407257,10.54300255,226
3.34502136,-44.75309143,10.38026756,224
3.06594574,-44.63049469,10.399095,225
6.52022373,-34.25153503,-0.2235198,135
-1.45338715,-46.70275269,1.6574592,151
-1.60631836,-46.94786224,1.69128436,151
-1.88707245,-47.04172668,1.74441928,152
-2.78698957,-49.23482666,1.96004361,153
-1.15850342,-31.01424561,1.21569294,147
4.47369873,-40.61318359,1.57747168,150
-3.5467099,-46.57647095,3.44789404,166
-3.64913404,-46.28914795,3.44871134,166
-3.74864424,-45.99364624,3.44848627,166
-3.84983337,-45.72567902,3.4501676,166
-1.44118011,-52.46990404,5.05329985,180
-1.57784546,-52.13609514,5.04684729,179
-1.70791901,-51.73443041,5.032628,179
-1.71509064,-30.97519836,3.0422439,162
4.45644104,-44.50627289,4.52322382,175
3.88016998,-43.8151947,4.5430221,175
2.40305817,-50.06385193,5.64940065,184
1.02087891,-59.32556314,7.13266319,197
0.84393799,-58.77700267,7.09417194,197
0.67006409,-58.29536662,7.06387943,196
-2.24890411,-29.79525909,3.86113256,169
12.18791687,-57.50058589,8.97882122,212
11.7743808,-56.45685802,8.79228348,211
9.25162994,-57.53584883,8.91530651,212
7.08125031,-47.80989227,7.21884865,198
6.31813633,-46.52424011,6.98354668,196
4.32895386,-47.82961426,7.15939564,197
3.37730896,-42.16045532,6.17782778,189
2.87424194,-41.97786865,6.13579172,189
2.38564026,-45.813974,6.77450747,194
1.98789703,-41.17930756,5.98086542,187
1.55546295,-44.22303162,6.48687357,192
0.83961975,-58.65509633,8.91566509,212
0.79879486,-41.15538177,5.95104403,187
0.5554248,-41.4611145,5.99762625,187
0.31506073,-41.39143524,5.98044199,187
-0.11823547,-43.6217514,6.34912962,190
-0.35871399,-43.19674835,6.27178473,190
-1.0837735,-53.26218615,7.96114487,204
-0.32776154,-30.21529541,4.07406897,171
-2.77093733,-30.63913116,4.0959062,171
-2.81470764,-29.93289337,3.97547907,170
6.82279694,-44.32447968,7.97711033,204
6.72597229,-47.5026947,8.6259169,210
6.63698303,-47.91013489,8.70717472,210
6.26489841,-53.67275438,9.87918228,220
4.0248233,-42.76077423,7.57999748,201
2.7986499,-46.63396606,8.34533924,207
1.79775726,-45.06170044,7.9991507,204
0.72062408,-45.60127411,8.0861668,205
0.59957611,-44.3980423,7.83616489,203
0.02934753,-46.03534851,8.16081375,206
-0.50504578,-45.63674316,8.06783718,205
-1.12451447,-52.84443865,9.53659863,217
-1.26334656,-52.40630589,9.44407314,216
-1.40440643,-52.05085955,9.36815781,216
-1.54047668,-51.65198717,9.28343243,215
-1.67386902,-51.26737366,9.20209354,214
-1.80694855,-50.90682373,9.12535042,214
-1.93690002,-50.54878387,9.04959435,213
8.6765567,-34.15285645,-0.94297568,129
7.55599701,-33.57064972,-0.8890287,129
7.21877777,-33.37323914,-0.8733484,130
7.01365387,-33.27307281,-0.86469236,130
6.79320251,-33.14290009,-0.85493578,130
6.58289921,-33.00505981,-0.84536044,130
6.36294376,-32.84707794,-0.83499972,130
5.95659458,-32.62755737,-0.81946578,130
1.58174622,-29.36648712,-0.68501821,131
4.03189575,-46.41305695,9.7687077,219
2.2617923,-48.40027771,10.2029528,223
0.82904541,-44.34552155,9.18814892,214
-0.15191925,-45.8845459,9.54055923,217
-0.71316803,-46.25194702,9.61881775,218
-2.20965851,-49.35605011,10.34464783,224
-1.29875458,-31.46418915,-0.00892406,137
5.27654755,-45.10363159,10.90757126,229
4.70574677,-42.26514587,10.09604782,222
2.52996552,-44.87854156,10.75921196,227
2.23186218,-43.98831329,10.50266022,225
2.13274109,-45.163797,10.82838577,228
4.53908264,-40.39963684,1.20690054,147
-1.20831573,-44.38812408,1.21001524,147
-1.7425412,-46.46416626,1.25301928,147
-1.68685425,-43.91484985,1.18209118,147
-1.00490082,-31.56219635,0.85133833,144
-1.06745422,-31.31244049,0.84211344,144
-2.23834503,-42.9986969,1.13805336,147
-7.19632257,-34.36448059,8.81329865,211
-1.6027478,-52.48045549,3.01114553,162
-2.24472321,-50.5779892,2.87277287,161
-2.72503937,-49.20484314,2.77163667,160
-2.84077681,-48.88117371,2.74770802,160
-2.95090712,-48.51441345,2.720967,160
-3.06698835,-48.230867,2.69927567,160
-1.53119171,-32.18057404,1.72622556,152
-6.73615158,-35.48869476,10.28440804,224
6.3057996,-46.91411743,4.20848269,172
-1.64341248,-52.1258112,4.56528372,175
-1.77518738,-51.73859606,4.524023,175
-1.90593231,-51.3638483,4.4837274,175
-2.03126801,-50.95999298,4.44092649,174
-2.15612305,-50.5765625,4.39987082,174
-2.28121412,-50.23951111,4.36359304,174
-2.40680969,-49.9269043,4.32941526,173
-0.93422974,-30.911409,2.49592465,158
-2.63674391,-49.22141418,4.25377268,173
-1.05118073,-30.33046112,2.43553609,157
-2.02970398,-29.7855545,2.35423059,157
-8.81156052,-30.81202087,2.20498437,156
13.04501831,-57.77982543,7.19355911,197
6.62093079,-46.23748932,5.53740877,184
5.31935608,-44.52363739,5.28384489,181
0.35157501,-31.03640137,3.3799457,165
-1.12847412,-53.26215563,6.31752867,190
-0.14938629,-31.0384079,3.36884302,165
-0.51999939,-31.60192261,3.43572992,166
-3.14834059,-29.92421112,3.14674181,163
-8.67779428,-30.99369202,3.13422007,163
-8.7387113,-30.67723999,3.08953184,163
11.28459656,-56.81256328,9.17655987,214
11.21653473,-58.3015692,9.45274204,216
10.37588989,-55.85912547,9.0107159,213
9.73127472,-56.17247996,9.07623047,213
9.60058319,-56.39408336,9.11868805,214
8.388013,-54.39308367,8.76143116,211
5.76341831,-47.63771973,7.54081577,200
5.4417392,-46.04955444,7.25087303,198
5.08379089,-55.1618372,8.93982357,212
3.41647064,-42.37465057,6.59480661,192
2.6147052,-40.98109589,6.34723848,190
1.60536682,-46.80872498,7.4388327,200
1.31499969,-42.8103653,6.70293039,193
1.05775177,-44.76049194,7.06746716,196
-0.61773193,-29.66565094,4.30135244,173
-2.36860121,-49.35811005,7.97316689,204
-7.77912033,-33.31186829,5.12164492,180
11.37969696,-57.82206175,11.21963066,231
11.21915924,-57.9523376,11.24912781,232
-0.768237,-53.76868639,10.43795914,225
-1.03846252,-52.84774981,10.23892159,223
7.81888306,-36.10550079,-0.78745094,130
1.74147522,-44.31527863,9.65946239,218
-2.24994934,-43.14820251,0.53157944,141
-1.22749603,-31.63298187,0.42642206,141
3.00638306,-45.31014404,11.31760353,232
5.86346256,-40.31021271,1.51722902,150
4.96325409,-40.40138397,1.54731649,150
0.33981049,-48.57998047,1.98992127,154
0.06313049,-48.50406036,1.99004334,154
-0.06512726,-47.99012909,1.96875733,154
-0.20130432,-47.84160004,1.96374196,154
-0.35373962,-48.15187988,1.9787404,154
-0.4873761,-47.96235809,1.97197694,154
-0.88862885,-47.83126221,1.97052449,154
-1.34121216,-48.21821747,1.99136895,154
-1.64341248,-48.5851532,2.00971574,154
-1.93936432,-48.60827789,2.01276368,154
2.0542041,-44.73254547,12.57776779,243
1.77917206,-44.5238739,12.51130241,242
1.5114032,-44.8915802,12.63689178,243
-6.11384118,-37.31469879,10.37187523,224
-7.93146015,-32.08617554,8.77911705,211
-1.85425079,-51.57046709,3.68248552,168
-3.86902845,-45.75473175,3.23984426,164
-7.28990853,-33.65793762,10.31602234,224
9.76348602,-56.71188579,5.6237039,184
6.80547821,-46.2173172,4.48819822,175
7.79690277,-57.74214778,5.78284067,186
4.6088916,-46.16830597,4.52474684,175
4.55218231,-47.11987457,4.63360495,176
3.43391907,-44.66367493,4.37383455,174
0.87071716,-59.2079222,6.06453318,188
-1.17371643,-53.3441411,5.42513365,183
-1.30173004,-52.87595568,5.37351889,182
-1.44755829,-52.50087175,5.33296675,182
-1.58152283,-52.10244188,5.28944773,182
-1.70723999,-51.73633776,5.24932856,181
-1.8382901,-51.37289629,5.2096929,181
-1.9753598,-51.01710663,5.17077631,180
-1.97649658,-30.15182648,2.79655046,160
-3.11145247,-30.16816101,2.80740327,161
-3.50757063,-31.81131897,2.99821943,162
-3.22737349,-29.94659576,2.78299588,160
12.02861511,-56.15368876,7.26608986,198
12.02096283,-58.64895467,7.6397261,201
6.64528381,-46.66576538,5.94004625,187
5.27509033,-48.36908112,6.21469015,189
4.65736115,-46.37871704,5.92708773,187
2.41753876,-49.68712006,6.45293135,191
2.11617004,-43.88858185,5.59245867,184
1.91079437,-45.97725067,5.90653891,187
-2.50681532,-29.40345917,3.49761766,166
12.27569305,-57.9514334,10.18074745,223
10.78761017,-55.1961237,9.66146893,218
8.25426971,-46.96863708,8.05116314,205
5.06437408,-46.05612335,7.96855206,204
3.55684387,-42.15244446,7.21641964,198
3.40914642,-45.78771362,7.96977848,204
2.90372955,-46.59394989,8.15330452,206
2.03667938,-44.96090851,7.84812588,203
1.24861633,-45.62709961,8.01340717,204
1.12024414,-45.28511963,7.9477343,204
0.98338043,-46.85449371,8.27590794,207
-0.76819122,-45.63846741,8.08997673,205
-1.27021301,-52.18365679,9.45635742,216
-1.06759918,-46.07928619,8.19200939,206
-1.53431976,-51.40960131,9.30686325,215
-1.65767181,-51.01218567,9.22983021,215
-1.79178894,-50.69276581,9.16896099,214
-2.0440625,-49.93849335,9.02336926,213
-0.71733368,-29.73800812,4.81563658,177
-0.91952789,-29.41324005,4.75673288,177
-7.3047396,-34.51957855,6.07186121,188
7.24102509,-29.63547668,-1.06114027,128
7.01286041,-45.73279724,9.23886913,215
6.79544556,-55.67058024,11.65105194,235
3.93741333,-43.23712311,8.72622818,210
2.55389893,-47.11847076,9.71337265,219
1.16129791,-44.28894196,9.07603687,213
-2.01798523,-49.82698975,10.5434832,226
4.83536255,-42.70632324,9.87334198,220
1.19476807,-45.22924194,10.69630188,227
1.06172668,-44.29605255,10.43982643,225
6.14678776,-35.07078705,0.77288002,143
-1.41599548,-46.52201233,1.42509264,149
-1.58440674,-43.55193481,1.34360069,148
-1.09285248,-31.10460815,0.97195333,145
-2.39482344,-42.94408569,1.34423393,148
-7.58590973,-33.15744171,8.80604404,211
-2.00595367,-51.12333069,3.08930868,163
-3.26508606,-47.4686676,2.88753385,161
-7.01468909,-34.59385071,10.29441017,224
8.83361542,-57.38580534,4.8053779,177
7.82549011,-57.786463,4.8928966,178
-0.90172852,-53.90506182,4.85367579,178
-1.18351257,-53.21619616,4.79495806,177
-1.04772461,-31.63322601,2.65906877,159
-1.37867249,-30.84184418,2.58998174,159
-1.42016113,-30.48708496,2.55584592,158
-1.55377472,-30.9618927,2.60649365,159
9.34224426,-54.68432817,6.19184584,189
9.22098267,-54.97804461,6.23652834,189
7.80720245,-55.7118629,6.39619917,191
5.2703067,-48.90503082,5.58657068,184
-0.28318298,-31.55675659,3.46821398,166
-0.51012695,-31.30237732,3.44156355,166
-0.50672424,-30.17306671,3.29016394,165
-2.75055922,-32.23315582,3.63544172,168
-2.64467848,-30.5839325,3.41044325,166
13.26937592,-56.921877,8.11746353,205
13.29417908,-57.78802333,8.26401657,207
10.78168213,-57.19807658,8.25999683,206
7.35194122,-44.27941284,6.19495958,189
7.13864624,-44.61217651,6.25958532,190
6.23641026,-43.87236176,6.16786951,189
5.08073151,-43.87805328,6.21201223,189
5.50986969,-55.7141746,8.20581955,206
4.18958008,-49.23942719,7.15534252,197
3.7286731,-44.69496307,6.40062517,191
3.80590546,-47.80458984,6.92572874,195
3.46562683,-44.61556396,6.39667315,191
3.17915833,-41.84531555,5.93699259,187
2.4421283,-41.34385834,5.87893003,186
2.38210785,-43.14541016,6.18672174,189
2.20332825,-41.37786255,5.89339441,187
1.9500705,-40.7911087,5.80301184,186
1.85800659,-42.1616684,6.03878874,188
1.73875916,-41.98532257,6.01324839,188
1.10843384,-59.0497726,8.93217415,212
0.75902283,-58.1352447,8.78939384,211
0.25309479,-43.64476929,6.34832663,190
-0.75294006,-45.85093079,6.75836462,194
11.17145264,-57.02742991,5.51497168,183
10.77492249,-58.74005727,5.77215952,186
8.79102814,-55.34940538,5.5464086,184
7.20061981,-46.25673065,4.54573244,175
6.63538849,-47.05348358,4.71024221,177
3.42632782,-44.1623703,4.68931288,176
1.68387329,-46.02973328,5.12403006,180
0.58803284,-58.11450038,6.80920691,194
0.16688263,-30.94166718,3.34301466,165
-0.51673401,-29.53514252,3.23855871,164
-0.63225067,-29.99389038,3.31084055,165
-1.49669159,-29.43562469,3.33705801,165
-1.84233368,-29.72850189,3.41425127,166
14.14574921,-57.27835307,7.06639904,196
11.80266296,-59.00100163,7.55713314,201
5.44051849,-46.00818024,6.06945318,188
2.6868335,-43.88252411,6.01681036,188
2.2693988,-42.82707367,5.88864416,186
0.76723206,-58.36152492,8.62285084,210
0.59622681,-58.02438948,8.58664364,209
-0.04356659,-46.05938873,6.68291849,193
-0.33160675,-43.75979004,6.33621878,190
-0.56991089,-45.95668945,6.72642893,194
6.22045719,-43.6279541,6.88980383,195
6.40079319,-55.92309794,9.34047932,216
3.85178864,-42.42162476,6.89310259,195
2.18014252,-43.65408478,7.32336086,199
1.9885379,-46.76027832,7.97056431,204
0.95934021,-58.58964763,10.47020477,225
0.78729736,-58.07903895,10.38685173,224
0.22733032,-46.25170288,8.06852669,205
-1.65245331,-46.24402771,8.2888369,207
8.67249786,-57.1733037,11.17527908,231
1.56963074,-43.9865509,8.77754158,211
-2.06350983,-49.62713013,10.55501884,226
-2.42444122,-48.64971313,10.36797852,224
-1.25530518,-34.49086151,0.22729534,139
-1.65707672,-36.61438141,0.24317402,139
4.48133575,-42.17896423,9.3062529,215
2.03725922,-47.99064026,11.16950363,231
-2.07585419,-43.03196106,1.44181675,149
-2.57314528,-43.02375183,1.49240917,150
4.30907166,-44.33023987,11.29550499,232
3.29662048,-44.5305191,11.46371407,233
0.29101288,-58.04211257,3.29570765,165
-1.19024933,-53.51899157,3.19309801,164
-3.72983015,-46.10931549,3.02880949,162
-3.82966125,-45.85804138,3.02435965,162
-7.73800922,-32.38417206,10.28951401,224
-7.82863498,-32.08487091,10.20730537,223
0.81608307,-58.99317006,5.08934683,180
0.64584076,-58.5040572,5.06233591,180
-0.56777466,-31.44044647,2.65915364,159
-2.42811811,-49.54865417,4.56209558,175
-0.86330688,-31.1634613,2.66580075,159
-3.26896942,-30.37240753,2.8532607,161
9.43838226,-58.8586714,4.13542074,172
0.58818542,-58.6506866,4.7796163,177
0.41455566,-58.12854598,4.74631399,177
-1.08206451,-53.74078569,4.46840471,175
-1.22523773,-53.34868822,4.44435686,174
-1.37196625,-52.92840776,4.41799063,174
-1.50440491,-52.57263384,4.39625734,174
-1.63232697,-52.18467913,4.37132162,174
-2.47292555,-49.68758545,4.21262926,172
-2.8129524,-48.69413147,4.14972109,172
-2.91967285,-48.37290344,4.12938303,172
-1.69093597,-29.93673859,2.39361352,157
-1.99000824,-30.42711792,2.46019143,158
-2.82900465,-30.24279938,2.50792569,158
11.32211792,-57.58832762,5.65792555,185
7.13969147,-55.18976793,5.64750856,184
4.49947083,-45.69651184,4.65558523,176
3.27135956,-50.18428192,5.30347342,182
0.5276767,-58.24019465,6.51300997,192
-0.98292816,-53.77940569,6.0740785,188
-1.1315564,-53.46392307,6.0464496,188
-1.27725494,-52.99359331,5.99924273,187
-1.5394162,-52.23261461,5.9248876,187
-1.68857849,-29.71315155,3.13653177,163
-2.05215729,-30.06557617,3.20981878,164
-2.4969734,-30.89103088,3.34885592,165
-3.6097821,-31.51381073,3.5187797,167
11.91803467,-58.83317027,7.60747952,201
5.76584446,-44.52749786,5.71853823,185
3.57635223,-46.3592926,6.1624021,189
2.56998932,-44.15423737,5.8824243,186
2.43574249,-43.86514435,5.84596342,186
1.81851685,-43.80211792,5.88187498,186
1.65450775,-41.12113342,5.46451754,183
