x,y,z,g
2.1802951,-41.63244781,5.84330362,186
1.77824127,-41.5701004,5.91765303,187
1.51904785,-41.93848572,6.03060335,188
1.35920441,-41.09629211,5.93033689,187
1.09914124,-41.44993744,6.04118437,188
0.11808502,-29.69337616,4.37928003,174
-0.4553479,-29.81915436,4.52016825,175
-1.4781369,-29.69408569,4.7167396,177
-3.09273804,-47.14535675,7.83122391,203
-2.02902496,-30.60547791,4.97818941,179
12.78738129,-57.47358928,8.20352024,206
6.04179203,-43.92260132,6.92514605,195
5.34386932,-44.10654602,7.10397953,197
3.16285431,-41.91752014,7.12684292,197
2.8811618,-41.81211243,7.16489357,197
2.81480133,-42.94281921,7.39988369,199
2.42052185,-40.78809509,7.06066841,196
2.1611911,-40.93701324,7.14405865,197
2.01788818,-40.72595367,7.1327948,197
1.70608246,-43.22522888,7.68706459,202
1.19354736,-45.5164505,8.24348969,206
0.75235474,-45.55717621,8.34460396,207
0.46537506,-46.94945679,8.67777199,210
0.15945923,-45.72440491,8.50294918,209
-0.75898254,-53.65367327,10.25022263,223
-0.92020691,-53.31393633,10.21806091,223
-1.7056073,-51.03776703,9.94074196,221
-1.81009186,-46.1719986,9.0112738,213
-1.98225677,-46.53764496,9.11984486,214
4.04913818,-47.28319702,9.65466637,218
2.85254395,-45.62653503,9.51742119,217
1.45327484,-43.87204132,9.4028582,216
1.30943787,-43.60424957,9.37086243,216
1.19944489,-44.83704529,9.6813187,218
0.62087738,-45.79198608,10.0272097,221
0.85578644,-29.35598145,-0.6291987,132
6.87413513,-46.0917984,10.45229668,225
5.38307678,-45.12735901,10.48927063,225
3.98125946,-41.3817688,9.76178879,219
3.89462006,-41.93198547,9.92828316,220
3.6072818,-45.38572845,10.92137283,229
3.40689575,-44.71634827,10.78176826,228
3.10783875,-44.58169708,10.80761475,228
2.80997192,-44.53844604,10.85785812,228
2.64520752,-44.23746643,10.81088013,228
2.27962982,-45.86390076,11.3281588,232
2.09637939,-45.13548431,11.16962379,231
1.65371429,-45.10873566,11.25622505,232
6.63885223,-30.56183777,-0.96211686,129
6.51891911,-30.8976532,-0.92743794,129
3.93816864,-43.74936066,11.99448532,238
7.99844086,-35.34206543,0.00646252,137
0.54864227,-58.73911128,2.83290929,161
-2.80291212,-48.91439972,3.02608961,162
-3.43791473,-47.05153809,3.05953688,163
-4.83410109,-42.36487732,3.09795851,163
7.74444305,-57.8391212,3.23367876,164
3.03719818,-46.34502563,3.24600405,164
-0.65170563,-31.20168457,2.71058816,160
-1.07136047,-30.01976166,2.69508332,160
-2.51784742,-29.42404327,2.93974561,162
10.6812793,-57.86801741,4.6182403,176
10.54964935,-58.21738265,4.68917459,176
9.96455872,-59.34277894,4.95182222,179
7.96326172,-56.43165026,5.01919931,179
6.26434147,-46.6758667,4.18191713,172
4.3005954,-45.14072571,4.40898985,174
3.748479,-43.92551575,4.3765983,174
3.35852539,-44.36556396,4.51278681,175
2.42595398,-42.98655853,4.54011053,175
2.28532135,-49.55844269,5.37530321,182
1.84657776,-46.11825714,5.04577822,179
0.74168121,-58.55210338,6.80164141,194
-0.78441895,-29.79309998,3.5962295,167
-1.8243512,-29.8437973,3.81936354,169
8.43126404,-57.57219908,4.01779169,171
7.69450104,-57.780619,4.15402597,172
7.28053772,-57.54454646,4.19673819,172
2.88805115,-44.72317657,3.66173357,168
-1.25038422,-53.11979876,5.12789339,180
-1.73331726,-32.62788544,3.23814863,164
-3.06574524,-30.81186829,3.27798742,165
-3.01237,-29.60773621,3.15388006,163
12.11741364,-54.48729191,5.02174372,179
11.41779816,-57.40831206,5.50857538,183
6.39182865,-47.45809326,4.9682464,179
3.20016205,-43.94740448,5.00176996,179
1.54971802,-41.12578735,4.89060873,178
0.7867099,-58.85548998,7.34927601,199
0.35986053,-31.45760498,3.80615038,169
0.07632172,-30.70527802,3.75255293,169
-0.52039612,-31.30449066,3.92781157,170
-0.91063202,-31.15516815,3.97143072,170
-1.0305127,-31.63157806,4.05368799,171
-1.50280273,-29.87478027,3.89929098,170
-2.52670563,-30.67275391,4.1727857,172
12.57999146,-55.92225871,7.08567947,197
3.27773773,-41.98132477,6.13658422,189
2.02148926,-41.1247879,6.18941683,189
1.52894318,-42.27192841,6.46005529,191
1.32354462,-45.022966,6.95474953,195
1.1157428,-42.02350769,6.48421377,192
0.5833255,-42.25380859,6.60835451,192
0.44454681,-41.4620224,6.49772352,192
0.17862427,-43.28143463,6.84634012,195
-0.52269257,-29.71611938,4.68230337,176
-0.98852814,-29.75612793,4.76595205,177
10.27674591,-57.21553264,9.62935871,218
8.04740631,-46.80818329,7.83631462,203
7.92303955,-46.98941956,7.89072651,203
6.82882416,-46.9697052,8.04404873,205
6.35741245,-46.92401276,8.10349983,205
5.65578949,-46.2512146,8.06995911,205
5.23806488,-44.04277954,7.68221802,202
5.07808411,-45.16941986,7.93553394,204
4.99612915,-45.76762543,8.06968636,205
4.44089996,-41.95523987,7.37592167,199
3.94067871,-42.43470154,7.54921955,201
3.58692657,-41.51856384,7.41622013,199
3.33295929,-41.70457611,7.49305767,200
3.03117859,-41.25413666,7.44753212,200
2.77615082,-41.4285675,7.52268452,200
2.90340912,-45.71253357,8.37810177,207
2.48585999,-41.0289093,7.48629326,200
2.09979736,-47.90940247,8.9535231,212
1.95336639,-48.17319641,9.03068489,213
1.63251221,-47.93849335,9.03379292,213
1.45492279,-47.11457977,8.89370102,212
1.26093018,-45.30999146,8.55575222,209
0.97403442,-45.3063446,8.6012215,209
0.84955322,-47.13449249,8.99523586,213
0.08222687,-45.71777496,8.83042282,211
-0.06756866,-45.86483917,8.88507217,212
-0.64779938,-45.78222046,8.96407837,212
-1.1485318,-52.40202532,10.40105003,225
-1.30777252,-52.01168261,10.3478083,224
-1.7641629,-50.70084534,10.15650887,222
-2.60801971,-48.27765808,9.80441994,219
-2.74162519,-47.91105804,9.75239414,219
-2.70961988,-45.25839386,9.20523685,214
6.54475986,-57.08854136,12.14906448,239
4.51949799,-41.92261658,8.79802841,211
4.42394745,-42.31255493,8.90606636,212
4.21853363,-41.64606628,8.77614063,211
3.77627289,-41.25024567,8.74715942,211
4.00962555,-47.22007141,10.15075249,222
3.20857727,-44.60041962,9.64152569,218
2.37960541,-45.46005402,9.97843307,221
2.29830658,-46.92836914,10.34583038,224
1.74072754,-44.11287079,9.75444454,219
1.07330048,-46.06564484,10.33391136,224
0.7828952,-46.24198303,10.42379135,225
0.63018524,-45.97329865,10.3838858,224
3.03634369,-31.73071442,-0.66713539,131
2.79237854,-32.28803406,-0.63161531,132
-1.07226074,-31.57067261,-0.00025707,137
7.28490173,-45.6307312,10.90094131,229
5.41728699,-45.17510376,11.03598351,230
5.2863208,-45.32486877,11.09652084,230
4.48976624,-44.80420074,11.06821007,230
4.32291138,-44.59671936,11.03519386,230
3.56343567,-44.22086487,11.04481644,230
3.3663913,-43.52440796,10.88072914,229
3.0695163,-43.33227692,10.87280029,229
2.94922363,-43.6517807,10.98055977,229
2.61159241,-45.27848969,11.48725266,234
2.39725983,-43.97667847,11.15761894,231
2.32999146,-45.58140717,11.6163916,235
2.00626099,-44.9378067,11.48823112,234
6.89262115,-39.67926941,1.22533077,147
6.64689362,-39.75770721,1.27025265,148
6.40268528,-39.84642944,1.3155002,148
5.55416595,-40.24251709,1.47770971,149
5.3210498,-40.44257507,1.52770943,150
5.08591187,-40.64509735,1.57813925,150
-2.02641571,-51.08834991,3.34748835,165
-3.36140669,-47.15341339,3.31981462,165
12.60154449,-55.22685442,6.03638548,188
11.25372803,-56.07237468,6.25551886,190
9.39707672,-55.19663439,6.28580851,190
6.66656219,-45.74595032,5.24056715,181
7.58221161,-52.94774113,6.12975592,188
6.36957371,-45.81843719,5.27395815,181
7.68311035,-57.64792082,6.74978823,194
5.36578094,-45.01729736,5.246952,181
5.03947937,-43.51149139,5.07184023,180
5.14494049,-46.96064911,5.52454561,183
4.66137421,-43.92154846,5.15690512,180
2.58138,-50.51503906,6.20607752,189
2.23772919,-50.52722321,6.23541922,189
0.55215942,-46.22494659,5.7966699,186
-1.86297882,-29.44581757,3.75016493,169
-3.23996962,-29.40576324,3.85848612,169
13.73739349,-57.52099822,8.24585289,206
12.15746796,-55.84903178,8.07680649,205
6.09071171,-44.01513824,6.52421469,192
4.77459442,-48.1763855,7.32885307,199
3.76477539,-43.80471191,6.66671938,193
3.30069458,-41.63255463,6.33495611,190
2.08253204,-41.35005341,6.3830604,191
1.17160522,-42.62922058,6.67299074,193
-0.48220337,-42.80865631,6.83881182,195
-1.94221008,-29.97003326,4.78513712,177
-3.67251051,-45.61584625,7.58426041,201
8.04485809,-46.77749786,8.43943733,208
6.76073181,-46.61583099,8.49530453,208
6.37360203,-45.08210144,8.20824856,206
5.93316471,-45.06504974,8.23612255,206
4.21455872,-42.87505493,7.91182655,203
3.70027649,-41.80487976,7.73059696,202
3.40270721,-41.47948608,7.68609947,202
2.77641022,-46.69293365,8.80632061,211
2.32381927,-41.09951935,7.69097656,202
-0.58075226,-46.01843414,8.93940872,212
-2.13905609,-49.68274841,9.82678265,220
8.77827942,-52.9900609,11.5047068,234
7.33656799,-45.48420868,9.78804153,219
6.74715149,-46.64323578,10.10583824,222
6.24173557,-45.3273941,9.82184547,220
5.62148773,-46.41255341,10.1260981,222
3.94264709,-46.50674591,10.26853699,223
3.33525574,-44.60483704,9.85291809,220
3.19064056,-46.75960693,10.38581223,224
2.78436005,-44.87271271,9.95943207,221
2.46748077,-44.69000397,9.93938965,221
1.87780487,-44.49570618,9.93829865,221
1.69342529,-43.40200958,9.68768162,218
0.87871277,-45.8993927,10.3591494,224
3.71291077,-44.21373138,11.26061195,232
3.21957886,-43.42220459,11.07506126,230
3.06565582,-43.15532837,11.01192612,230
2.81115448,-43.35976563,11.08788055,230
2.17103302,-45.12754974,11.63139862,235
1.96915161,-44.02152405,11.33753151,232
8.03596222,-35.34760437,0.25874275,139
7.61768066,-34.08652649,0.26348013,139
6.60904514,-34.04117737,0.36484236,140
7.79316437,-57.51467738,2.85691232,161
0.62891876,-58.93269179,3.55742258,167
-2.63946808,-49.31536255,3.21089167,164
-3.28386963,-47.41735992,3.14060301,163
3.86555206,-45.48751221,3.92996496,170
-0.46117676,-31.13073883,2.87358922,161
-3.02543867,-30.5302063,3.01811213,162
-3.09404982,-29.56649933,2.92871732,162
11.85865509,-56.05518541,6.32507795,190
11.90040314,-58.0413383,6.59702677,192
8.19190704,-52.21499071,6.13446707,189
6.72678101,-44.94632874,5.261486,181
6.87035858,-46.85447845,5.51330561,183
5.96373569,-43.72371063,5.16349882,180
5.32542145,-44.31953583,5.30690474,182
5.51910889,-47.12050781,5.67835421,185
4.55087006,-43.80822144,5.30942911,182
4.40566742,-45.20316467,5.51765627,183
3.14798462,-46.09038696,5.76216311,185
2.68835937,-41.15954742,5.11932653,180
2.21145355,-42.15673218,5.30446142,182
1.53577911,-47.00736389,6.04644293,188
0.63005554,-46.8461853,6.11230749,188
0.31985962,-46.98643646,6.16213411,189
-2.33476484,-29.48300323,3.98472303,171
13.08767426,-57.06197581,8.319076,207
7.50291931,-45.08642731,6.71785063,193
6.76220428,-44.18633423,6.62663359,193
5.26703369,-46.25996552,7.12430138,197
5.13965332,-47.85426483,7.41501659,199
4.45433533,-45.62046204,7.08751911,197
3.9813739,-43.80122528,6.81313223,194
2.95273315,-41.22729645,6.45883554,191
2.69120514,-45.92582855,7.30709785,198
2.24486267,-45.94159851,7.35247749,199
1.70576202,-43.39551697,6.95813507,195
1.15579712,-43.84375153,7.09010262,197
0.44523346,-43.17572174,7.04244942,196
-3.68006361,-45.51020966,7.8695578,203
5.61636841,-46.53273163,8.71063084,210
2.35638153,-48.3518692,9.3940453,216
-1.85302246,-50.51562653,10.2714476,223
4.88374054,-42.86722717,9.45780701,217
3.78334534,-41.5892807,9.23684448,215
1.03937256,-46.188974,10.6370787,227
0.43459045,-46.01452789,10.6538176,227
4.02215302,-44.07390747,11.35573143,233
3.39201843,-43.42280731,11.22527451,231
2.03459656,-45.07318268,11.82242149,236
-8.82948572,-29.65515289,8.7663483,211
-0.01218689,-44.83473358,1.51557249,150
-8.19200027,-31.15067444,10.20424217,223
-1.44393433,-52.75183306,3.64736551,168
-0.77977264,-30.90108643,2.08638448,154
-0.97938812,-53.68865404,5.43900866,183
-2.99954498,-47.91340027,5.03516191,179
13.98972809,-57.26142344,7.26072353,198
11.86249268,-59.07927538,7.92932362,204
9.8811084,-53.85539446,7.33359665,199
10.35026276,-57.32818041,7.86907238,203
7.53230774,-45.39200745,6.2267856,189
7.35638916,-45.22940979,6.22703356,189
9.15355408,-56.98189006,8.00497478,204
6.3772794,-43.53569946,6.08975023,188
6.23205387,-46.52197418,6.64103693,193
5.59690582,-47.57853088,6.93299955,195
5.03475677,-44.06311951,6.40522665,191
4.94632446,-45.71579132,6.71182055,193
4.53330719,-47.56376038,7.10703606,197
3.02861511,-41.27106628,6.24563593,190
1.67487061,-43.72384796,6.90572542,195
1.46137726,-46.00156555,7.34425014,199
0.44115173,-43.96179352,7.15498585,197
0.00127899,-46.01136932,7.59152836,201
-0.74981201,-53.68357286,9.07432312,213
-0.7203244,-45.9228302,7.69762463,202
-1.19272888,-29.73829041,4.91654104,178
6.6351825,-46.42736206,8.12466473,205
6.00400364,-46.29617462,8.19899029,206
3.845914,-42.13775024,7.66486115,201
3.70467865,-47.24363861,8.77761501,211
-1.74482239,-50.62457428,10.4197554,225
-2.41130293,-45.84015045,9.51351685,217
1.87598145,-44.23293457,9.93854469,221
1.36053192,-46.00953827,10.47082657,225
5.87721836,-29.50973663,-0.96983208,129
5.76463902,-29.84164581,-0.94663634,129
5.67644226,-30.26921997,-0.92835727,129
5.54653656,-30.55698547,-0.90195814,129
5.50331604,-30.79824982,-0.8932258,129
5.29771149,-31.2287384,-0.85212341,130
5.24536621,-31.47439728,-0.84171788,130
5.82432377,-45.38916168,11.15448708,231
1.85252869,-44.90926514,11.66325706,235
-1.18652618,-47.78614197,1.8221013,152
8.37666046,-58.02955089,2.43797273,157
7.93713867,-57.60528407,2.48741693,158
7.78788483,-57.88688884,2.53375119,158
-1.87771118,-51.2890955,3.7312612,168
-2.56848372,-49.29143677,3.70497221,168
-2.69079054,-48.8940979,3.69700617,168
-2.81905592,-48.50314484,3.6907863,168
-2.94217909,-48.1847702,3.6883058,168
-3.06623304,-47.80558167,3.68184084,168
-3.18454254,-47.47817383,3.6781711,168
-1.89206207,-30.5990387,2.3033492,156
-2.0345639,-30.13164673,2.29373807,156
-2.74555433,-30.80695496,2.45255727,158
-3.32106245,-30.93581543,2.55105752,158
3.98126709,-46.46442566,3.93229956,170
-0.87652863,-53.84410295,5.52205271,183
-2.65220869,-29.50553284,3.2638759,164
-3.59311188,-31.06523285,3.5782308,167
11.13596832,-56.95021257,5.72268194,185
6.58823215,-47.37407074,5.14860338,180
4.40350067,-43.75898132,5.01006598,179
4.38525116,-45.00251923,5.18793959,181
2.85112488,-41.14801178,4.90500063,178
3.11945831,-47.47998199,5.74971575,185
2.09481537,-41.50066528,5.08193583,180
0.71316254,-46.52230225,6.01927942,188
-2.68192518,-30.83370361,4.38030809,174
11.02258026,-57.84138713,7.88939518,203
9.9498645,-53.31379137,7.25737232,198
10.15378296,-57.33318553,7.91297478,203
6.75352203,-44.18133698,6.11291975,188
8.24928772,-54.76941118,7.71923012,202
6.46588718,-46.20453033,6.49258799,192
6.15236485,-47.16465912,6.69528288,193
5.30829346,-44.07757721,6.27876753,190
5.26897156,-44.87601624,6.41915983,191
4.97505676,-43.58178101,6.2369861,189
4.93935883,-47.08435974,6.83576006,195
3.31551086,-41.73713074,6.13509649,189
1.79414093,-43.21598969,6.57830614,192
0.28416931,-43.02688751,6.73665518,194
7.91547882,-47.18876038,8.05766624,205
6.64938843,-44.09147034,7.57526154,201
6.39694798,-45.31122742,7.85687298,203
4.51393616,-43.91531525,7.80231232,203
3.54765808,-45.97754059,8.34783787,207
2.61061584,-42.52465973,7.75400108,202
-1.96985901,-50.16022644,9.90923637,220
4.03360474,-41.30753479,8.69774193,210
0.93562805,-46.29049835,10.29454369,224
6.35573399,-30.14525757,-0.94233956,129
7.28356659,-45.36332092,10.84864754,228
4.12215149,-44.67472229,11.02605003,230
3.67127716,-44.3917099,11.00182861,230
2.23868286,-44.227388,11.13165993,231
1.54893219,-45.18815765,11.48794121,234
-8.81272781,-29.49224243,9.67911572,218
4.66652405,-41.76744232,1.92518109,153
-0.9912442,-53.96592913,3.42363161,166
-3.45455444,-46.84891663,3.27107901,165
-0.797099,-31.23502502,2.93397206,162
-0.89681519,-29.43964539,2.77002687,160
-2.16604126,-29.85476837,2.963417,162
8.04427826,-55.90263591,6.06158155,188
8.1060611,-57.6737921,6.29070086,190
6.32214939,-47.39224396,5.14733786,180
4.7284137,-43.82244263,4.87763208,178
4.75500977,-57.87361739,6.75468344,194
3.36716187,-46.14655457,5.36526197,182
0.84020721,-58.59220723,7.34983772,199
0.59239685,-46.50911102,5.76613897,186
0.15562164,-30.96724091,3.74405569,168
-1.09048737,-30.02855835,3.7736587,169
-1.16223419,-29.72104797,3.74152273,168
-2.60862196,-29.76313171,3.92506308,170
13.3308078,-55.57164226,5.69545359,185
12.23032867,-58.29681227,6.15864653,189
11.38502228,-57.01058421,6.06696028,188
11.02549469,-56.18512187,5.9911632,187
11.0041629,-57.01063738,6.10246367,188
9.16647827,-55.18339739,6.03193563,188
6.77045929,-45.47123108,4.96853632,179
6.72203552,-46.11961517,5.05912489,180
7.70974457,-57.69557033,6.50157827,192
5.68073761,-44.93481598,4.99967379,179
-0.22773254,-31.71742401,3.80320543,169
-2.10834015,-29.56398926,3.69487661,168
-2.62647474,-29.47809753,3.73263067,168
12.27201569,-55.7892097,7.70468086,202
6.68333923,-43.96440277,6.20777029,189
5.48468506,-45.68119965,6.60363573,192
2.00439178,-45.50848541,6.89475531,195
1.3606311,-42.65671692,6.47489733,191
-1.32056702,-29.3806778,4.49330515,175
-1.71274078,-29.85504303,4.61155409,176
-1.77487457,-29.54355774,4.56537241,175
-2.23526276,-30.56701813,4.78300947,177
-2.52554548,-30.71431885,4.83650297,178
8.33666718,-46.63568268,8.06122345,205
-0.6040448,-30.9170166,5.64496416,184
-0.69035614,-30.64530334,5.59781641,184
-0.87072266,-30.55528412,5.59725279,184
-0.94116486,-30.14673004,5.52039427,183
-1.13363159,-30.32471619,5.57603449,184
-2.42203749,-48.9211441,9.51199097,217
-2.53870619,-48.43625793,9.42447323,216
-2.67395247,-48.15005646,9.37927574,216
-2.79947889,-47.75719604,9.31180042,215
-2.77852905,-45.531427,8.85398716,212
-3.04291761,-46.97932587,9.17733139,214
-3.1672386,-46.66850433,9.12612576,214
-3.28569258,-46.31350098,9.06584972,213
-3.40315474,-45.97386322,9.0086388,213
-3.52083052,-45.66215668,8.95670742,212
8.64732849,-52.92861376,11.11743301,231
6.08104527,-45.66394196,9.5768618,218
4.23780548,-43.37765656,9.18093628,214
-0.6270932,-45.5659729,10.16224998,222
-1.2283963,-46.04313049,10.3378157,224
-1.53629578,-46.16293488,10.39825005,225
-1.6728009,-45.93975983,10.35802979,224
-3.29574049,-46.01014099,10.54490417,226
-3.40905273,-45.634935,10.46622223,225
5.61188995,-45.43654785,11.10040421,230
1.95372498,-44.97875366,11.28909248,232
1.65878784,-44.7343689,11.24838013,232
7.41368591,-33.80863342,0.16707748,138
7.2074176,-33.83844147,0.19206804,139
7.77812683,-57.74048445,2.6947524,160
-3.56038177,-46.62671814,3.09446043,163
8.83141052,-57.2197288,4.4376964,174
6.49506199,-47.30742035,3.70210833,168
7.38034546,-56.16381297,4.4778623,175
0.91978943,-59.30685983,5.40656656,182
13.50457489,-57.68404219,8.11464828,205
12.08768951,-55.73642955,7.8313126,203
11.37109863,-57.72310863,8.14525742,205
11.02262604,-57.96904597,8.18705315,206
9.83243286,-53.77700243,7.55608982,201
10.31416809,-57.29647288,8.09207672,205
6.1394788,-44.1558548,6.11972994,188
5.09351837,-44.86526642,6.24179453,189
4.82406342,-43.73690948,6.07153887,188
4.30464661,-44.09975586,6.13380426,189
3.95975983,-46.64631042,6.53037638,192
3.86219513,-47.3718811,6.64334482,193
3.2888385,-47.81208191,6.71847719,193
1.96629822,-41.50969086,5.76485247,185
1.42626678,-40.68028412,5.64423269,184
1.31856262,-41.4739624,5.76777548,186
1.30257141,-47.08912811,6.63301748,193
1.07175934,-42.16637573,5.87772078,186
0.85545074,-47.03968964,6.63125319,193
0.77840149,-58.78231642,8.44078678,208
0.55516541,-45.90627441,6.46072573,191
0.41030609,-46.05663452,6.48569197,192
11.60757935,-56.66518626,9.88767189,220
11.38318359,-56.51025615,9.85952324,220
11.03122437,-55.77859721,9.72281784,219
6.51949894,-45.52227173,7.80753178,203
6.24338352,-46.71893463,8.03653378,205
6.07601749,-46.59816895,8.01482433,204
4.93053162,-45.73419342,7.86047024,203
3.09702026,-42.39589844,7.24433941,198
2.8926593,-45.80661926,7.89416069,203
1.93793976,-43.83182678,7.5298571,200
1.78117859,-43.2940918,7.42974705,199
1.45599091,-46.78993378,8.09765381,205
1.24102509,-43.53525696,7.48226589,200
1.15773499,-46.7244278,8.08899349,205
0.99730408,-45.81878052,7.91889233,204
0.98251068,-59.09412593,10.4411425,225
0.41795837,-44.44558868,7.66575188,201
-0.46214569,-45.86442719,7.94758076,204
-0.74380768,-45.55402527,7.89279789,203
-1.29120148,-52.68709764,9.25596184,215
4.1310321,-43.2265564,8.80074638,211
3.32595551,-43.40828094,8.84732956,211
2.31451141,-45.5356308,9.33757156,216
0.57301056,-44.69461212,9.16739697,214
-1.57799805,-51.41903124,10.72269958,227
-2.41585052,-49.07994995,10.20841736,223
8.69526398,-35.22224579,-0.84097163,130
5.49374878,-44.96699677,10.6871714,227
4.56530487,-41.84544525,9.86789459,220
3.13899719,-44.53791962,10.58087296,226
3.04646027,-45.31847534,10.78703636,228
2.5380069,-46.62339172,11.1340937,231
2.0094577,-44.77424774,10.65187019,227
1.70791351,-44.28427277,10.52580399,226
1.29147064,-44.61882935,10.61827034,226
3.65050995,-43.44975433,11.75638145,236
1.16573059,-44.96317444,12.22796959,240
0.62814056,-59.31468757,2.74268216,160
-0.02434814,-48.7845932,2.24427766,156
-0.48243988,-48.79681549,2.25047654,156
-0.81395233,-49.72828064,2.29877824,156
-0.92850769,-48.41350708,2.23679322,156
-1.26513947,-53.70721636,2.49519986,158
-1.41837585,-53.27348528,2.47596711,158
-1.57589233,-52.81528673,2.4553935,158
-0.79075897,-31.92254028,1.44051785,149
-0.96274841,-31.60212097,1.42657274,149
-1.03688324,-31.34199677,1.41464466,149
9.85233795,-58.16266463,4.38790888,174
8.3765918,-57.24495158,4.34514326,173
-1.09924591,-53.83896885,4.22342485,173
-1.25754822,-53.47490892,4.19480509,172
-1.41005981,-53.02219591,4.15898413,172
-1.55917633,-52.56559238,4.12249083,172
-1.71543396,-52.15171251,4.08972353,171
-1.85995758,-51.72550402,4.0559215,171
-1.99361694,-51.30353794,4.02219194,171
-2.13473785,-50.9208847,3.99162764,171
-2.27134169,-50.5059906,3.95830244,170
-2.40262831,-50.05035553,3.92177958,170
-2.53866852,-49.7142807,3.89494986,170
-1.38391388,-30.94296417,2.32000894,156
-8.47689337,-30.21399078,10.2473082,223
10.1294223,-56.26113353,6.07065481,188
9.79381287,-56.46686778,6.10122961,188
9.85968506,-59.00036464,6.40122789,191
6.97949707,-53.46217546,5.79338545,186
4.49227631,-44.34211884,4.75242418,177
3.7025119,-44.9445282,4.83641523,178
0.83687317,-59.14446089,6.56026834,192
0.64463531,-58.58141927,6.49600595,192
0.45634186,-58.04947124,6.43538088,191
0.17976105,-30.72252808,3.20195478,164
-0.20046509,-31.20443115,3.26390833,164
-1.00180328,-30.60743866,3.20310492,164
13.02558624,-57.1570302,7.92096371,204
9.33142578,-54.67544756,7.62569756,201
6.50276005,-46.39621124,6.41587061,191
7.09202301,-53.94484148,7.56848949,201
1.67821228,-42.64319763,5.96044916,187
1.50806915,-46.00071869,6.48517412,192
1.20599854,-45.42129669,6.40367407,191
1.08444702,-59.23156201,8.54576439,209
0.05134308,-46.44705353,6.59437555,192
3.96276581,-42.46186218,7.22718567,198
0.79449188,-44.51014862,7.69769806,202
-0.19485748,-46.27884827,8.06308598,205
-0.32985962,-46.020578,8.01773399,204
2.93825256,-46.88778076,9.62687916,218
2.71336853,-45.5752121,9.33365101,216
2.10292542,-48.36773834,9.98307175,221
-0.61770905,-46.0940567,9.54120201,217
-1.70696533,-50.7133194,10.62547821,226
-3.37599457,-45.9130188,9.59321827,218
8.13287079,-35.16003571,-0.84649579,130
4.73232758,-42.5338913,10.00183243,221
1.13135254,-44.06930695,10.48033661,225
-0.30102814,-49.55510101,2.35690373,157
-1.05445374,-53.92904863,2.59029836,159
-1.36587799,-53.09401903,2.55761022,158
-1.32288635,-30.57885895,2.35456056,157
-1.39618958,-30.33448181,2.33563394,157
-1.61258972,-30.75739441,2.37653512,157
-1.68075073,-30.47252808,2.35402078,157
-2.76663435,-30.58416901,2.38824624,157
-8.6013859,-29.75866852,10.23250145,223
11.89130127,-58.22978804,6.17535204,189
6.98548615,-45.71013794,4.82898325,178
6.57016575,-45.87304077,4.86102861,178
3.51974976,-45.80475769,4.94279093,179
2.29103577,-50.64189301,5.55487055,184
0.93056213,-58.96301115,6.58540148,192
-0.30511749,-29.61907349,3.11978716,163
9.47245514,-56.79779253,5.07358641,180
8.97170746,-57.0825294,5.1144523,180
6.65289032,-45.56621704,4.02446074,171
6.54107487,-45.78398285,4.04902262,171
6.55704319,-46.88804016,4.15876574,172
6.78704559,-57.38583598,5.20042986,181
-1.14366425,-53.43004045,5.02308458,179
-1.87512482,-51.36192522,4.83782095,178
-0.94380463,-31.31775055,2.80657071,160
-2.03181732,-29.43418274,2.65106839,159
-2.15222443,-29.75743256,2.68706006,160
-2.47102583,-29.51270447,2.67238397,159
-2.71304596,-30.05153809,2.73373765,160
-8.31883896,-32.07990417,3.12689394,163
-8.43908579,-31.83075867,3.10661596,163
12.31873047,-55.78180156,6.74112982,194
11.83142578,-56.10581431,6.79240984,194
7.30115234,-46.54860077,5.58916086,184
5.97097599,-44.51177368,5.3415069,182
5.91074955,-46.11953125,5.55973143,184
3.03885376,-48.91267548,6.00388998,187
-0.19301117,-31.36010132,3.71595377,168
-0.40084351,-29.48178253,3.46784491,166
-1.52266968,-29.65504608,3.52699083,167
-1.84431732,-29.40268097,3.50372309,166
-2.32752502,-29.87337646,3.58388132,167
-3.035159,-29.35218964,3.53920168,167
-3.15011061,-29.539888,3.56869215,167
-3.47541321,-31.09732208,3.79077429,169
6.19910252,-43.72490082,6.62198538,193
5.50704681,-46.00332031,7.02125019,196
2.1192218,-44.16181335,6.77860159,194
0.05442535,-44.85140381,6.95296043,195
-0.22223175,-29.84430084,4.39343256,174
-0.65270508,-29.84707031,4.40755552,174
-1.41551483,-29.63531647,4.3976354,174
-1.52611053,-29.87561188,4.44259733,174
-1.66216553,-29.43627319,4.37253946,174
-1.85125244,-29.66330872,4.41847223,174
-1.9109906,-29.38463745,4.37297529,174
-2.406474,-30.72190247,4.62029642,176
-2.4747566,-30.52732239,4.58980555,176
-2.76925171,-30.70884857,4.63255877,176
7.18970978,-44.38456879,8.15601009,206
6.60829746,-45.16868744,8.32239288,207
5.99782383,-45.97261963,8.49459404,208
6.33050358,-53.62395678,10.06850571,222
5.07507812,-45.55973969,8.42189259,208
4.57372009,-42.32203064,7.76059002,202
4.32340729,-43.86236725,8.08294243,205
4.0112735,-41.97444305,7.69786018,202
2.25265991,-46.39893494,8.64952892,210
-0.50184143,-46.02648315,8.64899868,210
-0.79337585,-45.89903412,8.63224358,210
-0.42156494,-31.08905945,5.55028337,184
-1.45608032,-51.60943804,9.83795589,220
